Date,Product,Price,Zipcode
2023-11-03,Yogurt,42.8,11634
2024-04-17,Rice,46.96,11635
2024-07-09,Xylitol,30.46,14193
2023-07-26,Juice,72.44,13326
2023-08-22,Xylitol,10.49,12819
2024-06-13,Flour,96.15,10201
2023-09-07,Water,14.79,10024
2023-12-04,Grapes,55.85,10685
2024-05-25,Lettuce,58.66,11748
2023-10-04,Sugar,70.16,13149
2023-09-19,Water,22.68,10814
2024-06-02,Rice,89.14,10892
2023-10-24,Water,91.71,10021
2024-01-30,Quinoa,9.11,11919
2023-07-30,Kale,75.07,12839
2024-06-04,Xylitol,53.73,10707
2024-01-26,Milk,64.14,10946
2023-08-02,Sugar,2.74,10006
2023-10-19,Eggs,67.89,13758
2023-12-11,Quinoa,10.78,12225
2024-06-24,Yogurt,97.24,13383
2023-09-13,Lettuce,43.15,11030
2024-04-14,Oranges,85.06,10954
2024-01-18,Grapes,19.61,11381
2024-06-15,Juice,72.48,12544
2024-05-28,Quinoa,26.6,14334
2024-06-26,Rice,32.4,11323
2023-12-09,Detergent,21.88,13788
2023-09-09,Lettuce,55.95,13344
2023-10-07,Xylitol,13.43,11588
2023-07-30,Honey,54.52,10631
2024-01-13,Xylitol,83.13,12748
2023-07-22,Tomatoes,9.56,14609
2023-07-20,Bananas,37.11,12000
2023-08-04,Honey,14.26,14364
2024-01-18,Yogurt,85.73,12515
2024-06-16,Vinegar,15.76,13721
2024-06-05,Ice Cream,81.39,12419
2024-07-16,Pasta,8.64,11395
2023-12-10,Yogurt,71.22,14642
2023-08-09,Udon,40.57,12720
2024-07-14,Quinoa,25.24,10919
2024-05-30,Nuts,35.74,12588
2024-07-11,Vinegar,41.24,12424
2024-01-15,Carrots,94.84,14103
2023-11-29,Eggs,68.01,11954
2024-05-20,Lettuce,17.9,10640
2024-01-29,Ice Cream,41.05,10597
2023-10-17,Apples,32.88,10766
2023-08-06,Quinoa,78.81,12914
2023-12-28,Rice,12.29,14401
2024-02-24,Ice Cream,60.08,11344
2024-04-19,Apples,38.1,14833
2024-05-24,Xylitol,89.83,11326
2023-08-19,Lettuce,11.28,13797
2023-08-17,Milk,40.67,11797
2024-05-28,Grapes,84.93,12229
2023-08-22,Vinegar,33.08,14190
2023-07-24,Detergent,13.31,10509
2024-05-13,Xylitol,94.43,12335
2024-01-17,Vinegar,35.63,11451
2024-02-15,Vinegar,5.49,12829
2023-10-18,Carrots,90.48,10939
2024-01-08,Quinoa,42.05,14442
2024-04-06,Rice,3.11,14707
2024-01-04,Honey,26.95,10788
2023-10-01,Honey,45.54,10939
2024-02-12,Zucchini,55.57,12721
2023-08-11,Lettuce,71.08,11248
2023-10-20,Honey,21.58,12987
2024-07-03,Ice Cream,75.18,12457
2024-05-07,Honey,57.41,13506
2023-11-18,Zucchini,28.63,12648
2023-09-03,Honey,41.97,10538
2023-09-25,Quinoa,48.97,12428
2023-09-02,Grapes,19.93,12249
2024-01-18,Lettuce,12.55,12977
2024-04-24,Detergent,11.13,12589
2023-11-28,Flour,12.9,11135
2024-02-21,Juice,45.31,13300
2023-09-05,Sugar,21.62,13058
2024-03-19,Yogurt,64.32,11073
2024-06-25,Pasta,50.39,11919
2023-08-24,Honey,31.13,11013
2024-04-22,Sugar,18.01,13007
2023-09-12,Rice,6.82,10588
2023-12-26,Nuts,76.34,10075
2023-10-15,Zucchini,52.34,11710
2023-09-05,Sugar,50.13,12522
2023-08-02,Oranges,53.22,12737
2024-02-24,Lettuce,85.04,13794
2024-06-09,Grapes,49.52,13116
2023-12-23,Bananas,65.88,12325
2023-12-15,Udon,77.73,10054
2024-04-08,Apples,29.45,10710
2024-01-20,Pasta,91.66,13849
2023-07-24,Sugar,57.3,12298
2024-05-20,Honey,49.26,10663
2024-02-02,Juice,20.99,13947
2023-10-19,Pasta,14.37,11752
2024-06-18,Zucchini,47.45,13766
2024-04-17,Juice,96.77,12932
2024-02-01,Rice,11.37,12848
2023-12-18,Rice,80.41,12379
2024-06-20,Yogurt,42.64,11623
2024-07-10,Tomatoes,14.8,11431
2024-01-02,Oranges,46.59,11260
2023-12-29,Tomatoes,30.67,10656
2024-02-02,Sugar,15.58,13688
2024-06-08,Udon,40.01,11258
2024-07-16,Pasta,59.44,13140
2023-12-13,Quinoa,89.39,14687
2023-08-03,Quinoa,87.1,10623
2024-05-24,Lettuce,45.03,14279
2023-11-04,Lettuce,37.52,12200
2023-10-14,Quinoa,69.2,12270
2024-06-11,Yogurt,19.7,14530
2024-01-28,Lettuce,78.36,13577
2023-09-25,Udon,81.63,13799
2023-10-10,Pasta,74.01,12484
2023-12-29,Lettuce,71.8,13734
2023-12-01,Udon,84.21,10512
2024-01-23,Ice Cream,93.76,13832
2023-07-30,Milk,9.07,13303
2024-06-29,Lettuce,30.1,12565
2023-09-20,Xylitol,40.87,11768
2024-03-17,Flour,84.76,10634
2024-03-23,Vinegar,71.94,14488
2023-11-11,Tomatoes,73.99,12489
2024-04-24,Xylitol,20.15,11402
2023-10-12,Grapes,78.97,11193
2023-08-21,Juice,80.22,10434
2023-09-06,Udon,92.45,13844
2024-04-14,Quinoa,16.79,13305
2023-09-09,Carrots,40.94,10945
2023-08-29,Kale,94.45,14844
2023-08-27,Milk,66.78,10464
2023-09-20,Milk,71.9,14716
2023-11-12,Xylitol,20.41,14571
2023-12-03,Vinegar,6.64,13893
2023-09-16,Water,4.09,12281
2023-10-11,Pasta,62.98,13633
2024-02-03,Eggs,85.85,11757
2024-04-05,Zucchini,61.02,12654
2024-02-15,Grapes,29.86,12992
2024-05-29,Milk,69.02,12232
2024-02-02,Milk,35.41,10218
2024-03-06,Sugar,93.76,14398
2024-03-06,Apples,7.73,10094
2023-08-09,Nuts,53.21,11936
2023-08-09,Milk,14.19,13238
2023-12-03,Udon,9.26,11143
2023-10-01,Lettuce,75.47,10871
2023-09-04,Eggs,79.1,10116
2023-11-07,Bananas,30.45,11984
2024-01-29,Kale,84.15,10273
2024-03-27,Detergent,18.2,14832
2024-01-11,Quinoa,71.4,12383
2024-03-16,Bananas,27.96,10794
2023-08-23,Sugar,55.09,14748
2023-09-29,Ice Cream,58.1,13931
2024-05-25,Apples,84.96,12266
2024-01-07,Grapes,68.66,10621
2023-09-23,Detergent,31.42,12806
2024-06-12,Oranges,92.17,11208
2023-10-26,Kale,36.31,14510
2024-01-07,Apples,8.28,12939
2023-11-11,Carrots,8.24,14708
2023-08-08,Oranges,81.64,12915
2024-05-13,Carrots,2.52,10939
2023-08-03,Eggs,25.52,14678
2024-05-12,Sugar,31.61,12123
2024-01-05,Xylitol,75.53,13302
2024-07-07,Bananas,66.61,14898
2023-07-18,Eggs,51.54,12769
2024-01-01,Carrots,51.77,10853
2024-04-07,Oranges,88.62,10718
2023-08-31,Tomatoes,86.66,11299
2024-03-10,Zucchini,9.17,14704
2023-10-19,Rice,49.99,12703
2024-03-18,Honey,37.91,10138
2024-01-05,Flour,64.55,13303
2024-06-25,Detergent,77.51,12542
2023-11-21,Juice,49.87,13257
2024-07-15,Zucchini,90.28,13998
2024-03-26,Udon,44.45,14533
2024-02-02,Yogurt,77.33,11161
2023-10-17,Eggs,9.89,13291
2023-10-04,Sugar,38.72,12742
2024-02-22,Carrots,26.59,13435
2023-11-09,Rice,22.27,12992
2024-04-19,Udon,32.86,11130
2023-11-29,Quinoa,28.17,12502
2024-02-03,Ice Cream,89.4,14828
2023-09-29,Pasta,47.72,12477
2024-04-21,Yogurt,59.06,14334
2023-12-23,Lettuce,89.82,12842
2024-07-07,Apples,10.59,12349
2024-02-16,Ice Cream,15.12,11284
2024-06-05,Juice,98.18,13682
2024-02-08,Flour,62.98,13791
2023-10-08,Lettuce,85.44,14445
2024-02-28,Kale,81.31,13603
2024-05-11,Apples,33.14,12037
2024-07-01,Tomatoes,4.9,10821
2023-08-19,Grapes,53.72,12242
2023-11-05,Bananas,4.53,11598
2023-12-30,Tomatoes,70.24,11968
2024-04-01,Rice,96.99,10390
2023-11-12,Ice Cream,8.94,13355
2023-10-22,Yogurt,80.01,12487
2024-01-22,Pasta,97.52,13196
2023-12-20,Grapes,15.35,13654
2024-06-15,Eggs,16.43,13446
2024-02-21,Oranges,86.47,13806
2024-05-12,Water,7.33,12808
2023-08-16,Lettuce,54.16,14237
2024-01-14,Flour,48.92,14784
2024-02-01,Vinegar,30.86,10284
2023-11-12,Eggs,52.87,11781
2024-01-06,Pasta,5.67,10922
2023-12-03,Oranges,36.96,11762
2024-06-05,Rice,31.68,14583
2023-09-18,Oranges,20.74,13309
2023-08-18,Kale,61.2,10348
2023-11-04,Quinoa,99.28,11739
2024-04-08,Quinoa,19.69,13878
2024-03-10,Lettuce,66.3,10403
2024-05-10,Grapes,77.71,12807
2023-07-20,Rice,3.24,10142
2024-03-08,Xylitol,68.34,10223
2024-01-22,Ice Cream,87.59,14038
2023-09-25,Bananas,24.69,11714
2023-08-17,Milk,50.46,12986
2024-06-28,Milk,63.55,12181
2024-02-16,Rice,99.17,12101
2023-08-03,Zucchini,14.77,14355
2024-01-07,Sugar,26.18,14394
2024-05-29,Xylitol,86.03,13661
2024-07-16,Milk,29.71,11538
2024-06-25,Oranges,4.48,12266
2023-10-17,Juice,60.76,10540
2024-03-19,Detergent,10.01,12335
2023-10-19,Juice,53.03,10626
2024-06-26,Grapes,78.43,14096
2024-06-19,Udon,48.02,13607
2023-10-25,Carrots,61.5,14346
2024-03-10,Carrots,24.72,13057
2023-11-17,Quinoa,74.05,12460
2023-07-29,Apples,22.9,12732
2024-02-12,Udon,2.72,14901
2024-02-20,Quinoa,75.89,14703
2023-08-03,Honey,34.18,14628
2024-01-02,Honey,76.71,10176
2024-04-20,Sugar,62.7,13161
2023-11-08,Sugar,21.14,12607
2024-03-29,Juice,14.71,14624
2023-09-23,Eggs,22.56,10792
2024-03-10,Flour,2.87,12909
2024-06-14,Juice,59.64,10421
2023-08-18,Quinoa,10.58,12336
2024-03-12,Milk,69.59,12183
2023-09-17,Apples,34.99,14121
2024-02-18,Milk,76.86,13856
2024-07-14,Flour,77.66,12344
2023-10-01,Ice Cream,66.28,10533
